,intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,interlinear_spacing,weight,peak_number,modular_ratio/interlinear_spacing,label
626.0,-0.116585,0.305451,0.036468,-0.41038,0.261718,0.522513,-0.157328,-1.030784,0.157628,0.697848,H
627.0,-0.178304,-0.620989,0.32098,0.699028,0.261718,-0.972381,0.144676,0.249682,0.874802,-0.848102,E
628.0,0.488263,-0.259834,0.050694,-0.755517,0.976743,1.020811,-1.440842,-2.327481,-2.212163,2.125103,I
629.0,0.401857,-0.29909,0.328093,0.432395,-1.257711,1.35301,0.182426,0.280998,-0.123005,1.244404,A
630.0,-0.017834,-0.22843,0.37077,1.293671,0.17234,0.688613,0.408929,0.78011,1.810246,0.561504,X
631.0,-0.289399,0.83148,0.157386,0.987562,0.529852,0.605563,-0.950086,-0.564562,0.905984,1.327211,Y
632.0,-0.104241,-0.079257,0.011573,0.220903,0.261718,0.730137,0.408929,-0.502976,0.095265,0.538841,A
633.0,0.080916,0.486028,0.14316,0.006427,0.261718,-0.058835,0.106925,0.950325,0.438262,0.008379,G
634.0,-0.314087,-0.024299,-1.681275,0.307284,0.261718,-0.349509,-0.119577,1.03585,0.40708,-0.13562,E
635.0,-0.301743,-0.511072,0.463236,0.710665,0.261718,-0.10036,0.144676,-1.059422,-1.276719,-0.04306,E
636.0,0.056229,-0.087108,0.089814,1.312409,0.082961,1.643684,-0.044076,1.691567,0.313536,1.720231,A
637.0,0.130292,0.077766,-0.045329,0.285383,-0.095795,0.231839,0.484429,0.751958,0.313536,0.05672,A
638.0,0.204355,-0.126364,0.335206,0.483538,-1.257711,0.688613,0.597681,0.624321,-0.247731,0.397555,F
639.0,-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.349509,0.597681,0.81896,-2.180982,-0.508111,A
640.0,-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.180006,0.635431,0.080107,-0.497183,-1.243414,E
641.0,0.340137,0.399665,0.207175,-0.724993,0.261718,-1.013906,-0.157328,-0.339887,0.219991,-0.7279,A
642.0,0.377169,0.014957,0.381439,0.292753,0.261718,-0.847807,0.673182,0.597353,0.562987,-0.97667,H
643.0,0.130292,-0.456114,0.292529,0.202672,0.261718,1.43606,0.295677,-0.509112,-0.247731,1.241643,A
644.0,0.15498,-0.448263,0.356544,-0.003837,0.261718,0.356414,0.371178,-0.376349,-0.403638,0.230158,F
645.0,-0.202992,-0.338346,0.434785,-0.184417,0.082961,-0.224934,0.635431,-1.508966,-2.056256,-0.421941,A
646.0,-0.091897,-0.071406,0.537921,-1.178561,0.261718,0.439463,0.446679,2.10395,0.999528,0.269759,E
647.0,0.15498,0.23479,0.210732,0.643738,0.17234,0.356414,0.484429,0.259273,-0.621908,0.178597,A
648.0,0.47592,-0.283388,0.107596,0.080127,0.976743,-0.972381,-1.554093,0.036908,1.654339,0.135682,I
649.0,0.09326,0.148427,0.171611,0.970704,0.17234,0.688613,0.824183,-0.27434,-0.746634,0.270844,A
650.0,-0.030178,-0.063555,0.285416,-1.278877,0.17234,0.439463,0.144676,0.743338,-0.123005,0.447861,F
651.0,-0.030178,-0.063555,0.274747,-0.394925,0.261718,0.190314,0.446679,-0.485677,0.126447,0.05203,F
652.0,-0.116585,0.069915,0.068476,-0.783147,0.261718,1.560634,-2.799857,-0.4909,-0.341275,-0.435009,A
653.0,-0.030178,0.305451,-3.203415,-0.130828,0.17234,1.062336,0.182426,0.631058,0.126447,0.974164,A
654.0,-3.461768,-0.204876,-3.210528,-3.441837,-3.045274,-2.010502,-6.159644,2.360058,-3.958326,-4.395035,F
655.0,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.972381,-1.176589,-0.237917,0.968347,-0.102552,I
656.0,0.117948,-0.16562,0.562816,0.567204,0.61923,-0.183409,-1.138838,2.036035,1.186617,0.615994,Y
657.0,-3.498799,0.007106,0.342319,-0.318002,-4.922215,0.480988,0.446679,-0.532002,0.438262,0.31077,E
658.0,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.349509,0.220177,0.304569,0.001721,-0.325705,A
659.0,-0.017834,-0.22843,0.37077,1.293671,0.17234,0.273364,0.824183,1.161778,2.589783,-0.034381,X
660.0,0.266074,0.415367,0.089814,-0.68501,0.261718,-0.930856,0.333428,-0.013514,0.531806,-0.89191,G
661.0,0.846235,0.014957,-0.052442,0.98795,0.261718,1.26996,0.182426,-0.163129,-0.185368,1.16748,A
662.0,-0.696746,-0.055704,-3.210528,0.628849,0.261718,-0.224934,0.220177,1.016901,0.438262,-0.199861,W
663.0,0.130292,-0.157769,0.577041,-0.670986,0.17234,-0.889332,0.371178,0.142276,0.064084,-0.874563,C
664.0,0.229043,0.807926,-0.052442,0.082634,0.261718,0.190314,0.371178,-0.187884,-0.403638,0.080987,F
665.0,0.401857,-0.29909,0.328093,0.432395,-1.257711,0.024215,-0.006326,-0.019358,-0.621908,0.168543,A
666.0,0.364825,-0.000745,-0.052442,1.293223,0.976743,0.231839,-1.025587,0.567608,0.656532,1.012174,I
667.0,0.192011,-0.251983,0.33165,0.296423,0.261718,-0.01731,0.182426,0.227839,0.126447,0.007945,A
668.0,0.15498,0.336855,0.068476,0.021525,0.261718,-0.183409,0.899684,-0.7659,-0.528364,-0.496695,A
669.0,-0.091897,0.2976,0.079145,0.196496,0.261718,-0.681707,0.069175,0.245643,0.18881,-0.524229,F
670.0,0.266074,0.211237,0.114709,0.937882,0.261718,-0.432558,1.163937,-0.437799,-1.058449,-0.897335,A
671.0,-0.190648,-1.09206,0.402778,0.749425,0.17234,1.020811,0.031425,0.219646,0.001721,1.03532,D
672.0,0.512951,-0.306942,0.061363,1.371548,0.976743,2.183507,0.446679,-1.364535,-1.307901,1.807475,I
673.0,0.488263,-0.49537,0.111153,0.334258,0.976743,-1.096956,-0.42158,0.335459,1.591976,-0.667335,I
674.0,0.15498,0.140576,0.228514,0.766134,-1.257711,0.522513,0.55993,0.758423,-0.091823,0.263948,A
675.0,0.080916,-0.291239,0.356544,0.226662,0.261718,-0.474083,0.52218,0.479948,0.157628,-0.583962,F
676.0,-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.141884,-3.290612,0.922833,0.937165,-1.376695,E
677.0,0.192011,-0.251983,0.33165,0.296423,0.261718,-0.349509,0.295677,0.791177,0.251173,-0.357675,A
678.0,-0.215336,0.250492,0.473906,1.187089,0.17234,-0.141884,0.106925,1.246022,2.153242,-0.046544,X
679.0,0.105604,-0.251983,0.466793,0.287084,0.261718,0.14879,0.635431,-0.223977,-0.029461,-0.092727,A
680.0,0.130292,0.077766,-0.045329,0.285383,-0.095795,0.730137,0.55993,-0.07145,0.032902,0.436939,A
681.0,-0.425181,-0.220579,0.306755,0.496637,0.261718,-1.263055,-0.459331,-1.085594,-0.746634,-0.792503,E
682.0,0.377169,0.022808,0.139604,1.070691,0.976743,-0.183409,-1.101088,0.430206,1.373706,0.656704,I
683.0,-0.314087,0.540986,-0.041773,0.882562,0.261718,0.522513,0.031425,0.539553,0.001721,0.603469,F
684.0,0.364825,0.289748,0.235627,-0.32379,0.17234,-0.515608,-0.119577,-0.220327,-0.247731,-0.287285,A
685.0,-0.338774,-0.22843,0.584154,2.123586,0.261718,1.228436,-0.648083,0.958946,1.872609,1.708249,X
686.0,0.25373,0.336855,0.086258,-0.979571,0.261718,-0.806282,0.371178,0.293774,0.562987,-0.796397,G
687.0,0.142636,-0.369751,0.413447,0.301347,0.17234,-0.723232,0.220177,0.709749,-0.528364,-0.65176,F
688.0,-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.180103,0.333428,-2.10001,-1.837986,2.720012,A
689.0,-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.889332,-0.081827,-0.178797,-0.372457,-0.651254,E
690.0,-0.116585,-0.079257,0.381439,1.540879,0.17234,1.851308,1.201687,-0.251547,0.62535,1.040298,X
691.0,0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.01731,0.484429,0.51311,0.157628,-0.165914,A
692.0,0.192011,0.148427,0.19295,-1.29308,0.261718,-1.678304,-0.270579,-0.068751,0.656532,-1.292382,H
693.0,0.698109,-0.369751,0.185837,-0.92264,0.976743,0.107265,-1.32759,0.879828,1.872609,1.075282,I
694.0,0.006853,-0.181323,0.388552,0.301377,-0.095795,0.273364,0.371178,-0.094554,-0.060642,0.166325,A
695.0,0.043885,0.69801,0.022242,0.912997,0.261718,0.06574,0.371178,0.749298,-0.060642,-0.015526,F
696.0,-0.104241,-0.314793,0.665951,-0.06411,0.17234,-0.681707,0.031425,0.479521,0.18881,-0.503711,C
697.0,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.314889,0.295677,0.453446,0.438262,0.237957,A
698.0,-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.764757,0.55993,0.50544,0.157628,-0.847029,G
699.0,1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.391033,0.257927,-0.059839,-0.684271,-0.369694,A
700.0,0.142636,-0.142067,0.246296,0.789259,-1.347089,0.190314,0.55993,0.447272,-0.278912,-0.016442,A
701.0,0.130292,0.336855,0.100483,0.382834,0.17234,0.854712,0.371178,0.363902,0.032902,0.692641,A
702.0,-0.252367,-0.063555,0.594823,0.891245,0.529852,-0.10036,-1.403091,1.370844,2.74569,0.926871,X
703.0,0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.806282,0.031425,0.731416,0.219991,-0.631483,F
704.0,0.352481,0.211237,0.306755,-0.946242,0.17234,-0.058835,-2.837607,-0.239548,0.157628,-1.72234,A
705.0,-0.141273,0.729415,0.079145,0.151709,0.261718,-0.847807,0.257927,0.641173,0.219991,-0.785439,F
706.0,-0.030178,0.014957,0.264078,0.374062,0.261718,0.688613,0.257927,0.847695,0.531806,0.579045,A
707.0,0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,-2.913108,-0.469893,-1.058449,-1.225717,F
708.0,-0.017834,0.132725,0.125378,1.357345,0.261718,0.439463,0.597681,1.119763,-0.060642,0.179755,A
709.0,-0.215336,0.250492,0.473906,1.187089,0.17234,1.394535,0.52218,0.327537,1.966154,1.061045,X
710.0,-3.412392,0.148427,0.438342,-1.047781,-3.22403,-1.22153,0.824183,0.056595,-0.933723,-1.362952,E
711.0,0.09326,0.2976,-0.013322,0.1091,0.261718,0.730137,0.144676,-0.588113,-0.403638,0.71311,A
712.0,0.068573,-0.652394,0.395665,1.220985,0.261718,0.439463,-0.006326,1.020492,0.344717,0.546171,A
713.0,-3.498799,0.517433,0.374326,-2.368622,-4.922215,-1.595254,0.220177,-2.968578,-2.399252,-1.439406,F
714.0,0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.356414,0.484429,-0.97778,-0.684271,0.170099,A
715.0,-0.091897,-0.189174,0.345875,0.235912,0.261718,0.190314,0.371178,-0.28531,0.126447,0.081228,A
716.0,0.229043,0.014957,0.395665,-1.399572,0.082961,-0.598658,0.333428,-0.747882,0.874802,-0.584131,H
717.0,0.327793,0.50173,0.050694,-1.018301,0.261718,-0.640182,0.295677,0.438535,0.500624,-0.620561,G
718.0,-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.307984,0.144676,0.984788,0.656532,-0.256822,E
719.0,-0.030178,0.014957,0.264078,0.374062,0.261718,-0.058835,-0.081827,0.58714,0.375899,0.11702,A
720.0,-0.881904,-1.947839,0.217845,2.046336,0.17234,0.107265,0.748682,-0.366836,0.18881,-0.133377,X
721.0,0.105604,0.556689,-0.031104,0.619301,0.17234,-0.474083,0.220177,-0.447875,-0.777816,-0.427547,A
722.0,0.15498,-0.330495,0.299642,-0.333637,0.082961,0.024215,-2.611104,-0.00136,-0.372457,-1.705692,F
723.0,0.09326,-0.385453,0.352988,0.546705,0.261718,0.564038,0.635431,0.314063,0.001721,0.273231,A
724.0,0.426544,0.588093,0.160942,-0.889699,0.261718,0.06574,0.295677,0.401064,-0.528364,0.012851,F
725.0,0.179667,2.660806,0.096927,-1.474226,-0.006417,-0.764757,0.484429,0.158352,0.313536,-0.822195,G
726.0,-0.00549,-0.22843,-0.063111,-2.127352,0.17234,0.107265,-0.497081,-3.001254,-2.586341,0.530499,C
727.0,-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.266459,0.106925,0.655794,0.500624,-0.190675,A
728.0,0.204355,-0.134216,0.043581,-0.654873,0.261718,0.688613,-0.195078,-2.17773,-1.650897,0.843547,E
729.0,0.130292,0.336855,0.100483,0.382834,0.17234,0.107265,0.635431,0.859791,0.344717,-0.131099,A
730.0,0.241386,0.23479,0.310311,-1.710992,0.261718,-1.802878,0.257927,-2.263857,-1.588534,-1.644548,H
731.0,3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.806282,-1.818346,-0.700062,-0.310094,0.499493,I
732.0,-0.474557,0.446772,-3.210528,-0.716161,0.351096,2.681805,1.302355,-1.202727,-0.580333,1.670661,A
733.0,-0.042522,-0.416858,0.569929,-2.224653,0.082961,2.349606,0.371178,-0.464728,-0.123005,2.025191,D
734.0,0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.30458,-1.28984,0.380056,1.747883,-0.386233,I
735.0,0.080916,0.10132,0.10404,0.14049,0.261718,2.64028,0.673182,-1.467359,-0.808997,2.053641,A
736.0,-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.640182,0.371178,1.020531,1.342524,-0.661742,E
737.0,-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.605563,0.371178,0.838919,0.62535,0.456962,E
738.0,0.068573,-0.087108,0.470349,-0.099617,0.17234,-0.349509,0.635431,-0.381707,-0.091823,-0.521094,A
739.0,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.307984,-0.119577,-0.139151,-0.123005,-0.084023,A
740.0,0.389513,0.556689,0.431229,-1.955514,0.082961,0.14879,0.371178,1.40682,-0.247731,0.036202,A
741.0,0.327793,0.50173,0.050694,-1.018301,0.261718,-0.681707,0.484429,-0.654611,0.126447,-0.744488,G
742.0,-0.412837,-0.707352,0.356544,1.604166,-0.989576,1.311485,-2.686605,-1.149237,-1.775623,-1.678001,E
743.0,0.179667,0.258344,0.189393,-0.133304,0.17234,-0.474083,0.446679,-1.666794,-0.746634,-0.544747,A
744.0,-0.042522,-0.173471,0.644613,0.089437,-0.989576,-0.889332,-1.403091,-1.471281,-1.089631,0.113054,Y
745.0,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.432558,-0.34608,-0.681715,-0.590727,-0.076308,F
746.0,-0.042522,0.2976,0.079145,1.500568,0.351096,-0.141884,0.257927,1.567696,0.001721,-0.150736,F
747.0,0.056229,0.054213,0.392108,-0.02896,0.261718,0.06574,0.371178,-0.152334,0.905984,-0.013706,H
748.0,-3.498799,0.148427,-3.210528,-0.293087,-4.922215,0.480988,-1.025587,-0.698528,-0.684271,1.264488,I
749.0,-0.116585,-0.079257,0.381439,1.540879,0.17234,1.809783,0.484429,0.593431,1.810246,1.45872,X
750.0,0.09326,-1.680899,0.356544,0.180532,0.17234,0.854712,0.333428,-0.862375,-0.091823,0.698367,A
751.0,-0.079554,0.187683,-0.070224,0.211236,0.261718,0.771662,0.220177,-0.149616,-0.403638,0.69551,A
752.0,0.117948,-0.212727,0.23207,0.807221,-1.078955,0.356414,0.52218,0.965955,0.095265,0.146796,A
753.0,-0.030178,0.022808,0.157386,-0.771451,0.261718,1.394535,-2.648855,-1.84427,-1.058449,-0.874503,H
754.0,0.117948,0.23479,0.050694,0.220456,0.261718,-0.598658,-0.119577,0.114142,0.126447,-0.352624,A
755.0,-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.771662,-2.422353,0.772713,-1.962712,-1.508759,A
756.0,0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.024215,0.446679,0.027103,-0.029461,-0.108785,A
757.0,0.006853,0.038511,-0.376075,0.963811,-0.006417,1.062336,-2.724356,-0.109076,-0.029461,-1.110952,A
758.0,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.522513,0.597681,-0.153945,0.874802,0.252315,X
759.0,0.019197,-0.424709,0.33165,0.137655,-0.006417,-1.22153,-2.611104,-2.192641,-1.526171,-2.396583,A
760.0,-0.264711,-0.09496,0.01513,-0.597346,0.261718,-1.055431,0.635431,-0.764269,0.157628,-1.141837,E
761.0,0.377169,0.022808,0.139604,1.070691,0.976743,-0.391033,-0.987837,0.803312,1.810246,0.344898,I
762.0,0.512951,-0.008597,-0.045329,-1.738144,-1.525845,-0.10036,-0.081827,1.277882,-0.123005,0.087436,A
763.0,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.055431,0.069175,-1.505471,-0.528364,-0.880434,A
764.0,-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.349509,0.106925,0.385123,0.126447,-0.260872,F
765.0,0.043885,0.069915,0.285416,0.372779,0.261718,-1.096956,0.295677,1.05975,0.687713,-1.027748,H
766.0,-0.017834,-0.055704,0.23207,0.604621,-0.989576,-0.266459,0.710932,0.865849,1.093072,-0.495514,A
767.0,-3.498799,-0.087108,0.438342,-1.227108,-4.922215,-2.965574,0.144676,-2.840222,-1.089631,-2.647041,C
768.0,0.068573,-1.16272,-3.210528,-0.829367,0.261718,2.266557,0.786433,-1.032046,-0.310094,1.651312,A
769.0,0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.141884,0.257927,0.876352,0.095265,-0.148061,F
770.0,-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.266459,1.012935,-1.323316,0.531806,-0.632978,X
771.0,-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.391033,-0.006326,1.17867,0.687713,-0.233965,F
772.0,0.068573,0.226939,0.01513,-0.609818,-1.078955,-0.847807,0.144676,-0.257391,-0.621908,-0.724019,A
773.0,0.47592,-0.43256,0.114709,-0.87096,0.976743,-1.013906,-1.403091,0.51709,1.24898,-0.011741,I
774.0,-3.498799,-0.181323,6.260173,-0.238215,-4.922215,-0.058835,0.371178,-0.488764,-0.372457,-0.129604,W
775.0,0.09326,0.344707,0.14316,-0.026574,0.261718,0.356414,0.371178,-0.332218,-0.310094,0.233063,G
776.0,0.130292,-0.126364,0.377883,0.755362,0.261718,0.605563,0.597681,0.791274,0.18881,0.333192,A
777.0,0.599358,-0.377602,0.242739,-0.151028,0.976743,-2.052027,-1.403091,-2.244538,-2.056256,-1.097221,I
778.0,0.117948,-0.291239,0.306755,0.255993,0.17234,0.854712,0.144676,-1.010495,-0.247731,0.815132,A
779.0,-0.881904,-1.947839,0.217845,2.046336,0.17234,1.892833,0.597681,1.329955,1.436069,1.4789,X
780.0,-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.972381,0.446679,1.918319,2.558602,-0.976369,X
781.0,-0.22768,0.289748,-0.006209,0.395814,0.261718,-0.224934,0.635431,1.063478,0.438262,-0.418204,A
782.0,0.401857,-0.220579,-3.210528,-1.185513,-1.168333,0.107265,0.635431,-0.113329,-0.091823,-0.130339,A
783.0,4.524702,-0.134216,0.23207,-2.514351,-0.900198,-2.508801,-5.631138,-1.609344,-2.180982,-4.442556,F
784.0,0.117948,-0.220579,0.367214,0.914608,0.261718,0.024215,0.144676,0.784401,0.375899,0.070885,A
785.0,-0.202992,-0.338346,0.434785,-0.184417,0.082961,1.103861,0.182426,0.884954,0.531806,1.039925,A
786.0,0.117948,0.289748,0.392108,-1.747095,0.261718,0.356414,0.371178,0.968148,-0.247731,0.237752,A
787.0,0.019197,-0.173471,0.306755,-0.081535,0.17234,-1.138481,0.031425,0.504489,-0.091823,-0.940794,F
788.0,0.09326,0.10132,0.313868,0.756586,0.351096,0.688613,0.446679,0.364407,0.531806,0.485991,A
789.0,0.229043,0.242641,0.089814,0.12023,0.261718,0.14879,0.333428,0.544233,0.126447,0.084061,A
790.0,0.389513,0.462474,0.136047,0.011679,-0.900198,-0.01731,0.484429,1.548048,0.344717,-0.155426,F
791.0,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.273364,0.55993,-0.532216,-0.528364,0.072018,A
792.0,0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.723232,0.52218,0.327498,0.219991,-0.802895,F
793.0,-0.042522,-0.110662,0.40989,1.097277,0.261718,1.186911,0.484429,0.41512,0.313536,0.903906,A
794.0,0.710453,-0.283388,0.128935,0.601905,0.976743,-0.432558,-1.365341,0.655444,1.373706,0.574464,I
795.0,0.377169,0.014957,0.381439,0.292753,0.261718,-0.972381,0.446679,1.111143,0.968347,-0.992197,H
796.0,0.117948,0.266195,0.043581,-0.590035,0.17234,-0.806282,-0.044076,0.026715,0.001721,-0.595354,F
797.0,0.229043,-1.044953,0.349432,0.84243,0.261718,0.439463,0.295677,1.333197,0.40708,0.372299,A
798.0,0.043885,0.274046,0.182281,0.095763,0.261718,-0.723232,0.220177,0.36864,-0.43482,-0.65487,F
799.0,0.809204,-0.09496,0.118265,0.987502,0.976743,0.397939,-1.214339,-1.520557,0.251173,1.31571,I
800.0,0.229043,0.807926,-0.052442,0.082634,0.261718,-0.01731,0.333428,-0.070906,-0.216549,-0.087712,F
801.0,0.142636,0.164129,0.200063,-0.249732,0.261718,-0.266459,0.069175,-0.006311,0.157628,-0.157198,A
802.0,-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,1.228436,-1.214339,-2.677832,-3.8336,-0.030848,A
803.0,0.47592,-0.338346,0.047137,-0.000972,0.976743,0.107265,-1.138838,-0.10232,1.093072,0.978986,I
804.0,-0.338774,-0.314793,0.449011,1.243006,0.797987,-0.01731,-1.478592,0.972148,2.122061,1.090532,X
805.0,0.117948,0.266195,0.043581,-0.590035,0.17234,-0.349509,0.597681,0.104707,-0.029461,-0.503397,F
806.0,0.167323,0.171981,0.047137,0.268047,0.17234,0.439463,0.257927,0.112842,0.032902,0.384379,F
807.0,-0.030178,-0.346197,0.235627,-1.08105,0.17234,0.356414,1.201687,-1.130774,0.001721,-0.206781,E
808.0,-0.116585,-0.189174,0.694403,0.974792,0.708609,-1.055431,-1.478592,0.446631,0.531806,-0.002567,Y
809.0,0.031541,0.140576,0.399221,-0.817372,0.261718,-0.723232,0.635431,0.493597,-0.060642,-0.854105,H
810.0,0.179667,-0.43256,0.150273,-1.883217,-1.078955,-0.723232,0.333428,-1.529683,-0.154186,-0.714688,A
811.0,-0.301743,0.195534,0.381439,0.351116,0.082961,0.647088,0.371178,-0.003884,0.968347,0.506244,E
812.0,0.142636,0.43107,0.032912,-0.486796,0.261718,-1.096956,0.52218,0.42343,0.750076,-1.132398,G
813.0,0.117948,0.627349,0.075589,0.831628,0.261718,0.896237,-0.195078,-1.08472,-0.497183,1.062962,A
814.0,0.117948,-0.189174,0.029355,0.763359,0.887365,-2.052027,-0.912336,-3.651048,-3.677693,-1.339421,I
815.0,0.130292,0.336855,0.100483,0.382834,0.17234,1.311485,0.182426,0.573161,0.001721,1.206057,A
816.0,0.09326,-0.385453,0.352988,0.546705,0.261718,-0.474083,0.257927,0.75223,0.500624,-0.4498,A
817.0,-0.141273,-0.244132,0.249852,0.593729,0.261718,1.519109,1.352689,-0.571144,-0.372457,0.678138,F
818.0,-0.363462,-0.008597,0.256965,-0.22634,0.261718,-0.806282,0.748682,0.732892,0.999528,-0.978792,E
819.0,-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.640182,0.975185,1.217986,-1.900349,-0.935634,A
820.0,0.907954,1.467426,0.37077,-1.242027,0.708609,-1.22153,-1.365341,-0.17736,1.529613,-0.252759,I
821.0,-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.224934,0.295677,0.665016,0.500624,-0.244791,E
822.0,-3.498799,0.148427,-3.210528,-0.293087,-4.922215,-0.01731,-0.685833,-0.037686,-0.621908,0.528245,I
823.0,0.364825,0.36826,0.19295,-0.420406,0.261718,-1.013906,0.52218,0.548717,0.968347,-1.009255,H
824.0,0.043885,-0.079257,0.061363,0.565085,0.261718,0.480988,0.257927,0.183688,-0.310094,0.422979,A
825.0,-0.22768,-0.251983,0.449011,-1.268911,0.261718,0.896237,1.277188,9.6e-05,0.62535,0.205867,E
826.0,-0.104241,-0.456114,0.484575,0.143802,0.261718,-0.10036,0.069175,-0.266885,0.095265,-0.00223,F
827.0,0.043885,0.407516,-0.120014,0.281743,0.261718,0.06574,0.52218,0.624865,0.219991,-0.113715,A
828.0,0.438888,-0.047852,0.388552,0.873551,-1.078955,4.924147,0.786433,-0.77285,-1.619716,3.964041,A
829.0,0.142636,0.203385,-0.006209,-0.834827,0.261718,1.477585,0.257927,-0.05118,-0.123005,1.308682,A
830.0,0.142636,-0.330495,0.299642,0.418282,0.17234,-0.681707,0.295677,0.976866,0.375899,-0.654918,A
831.0,3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.224934,-1.138838,-0.346799,0.001721,0.634245,I
832.0,-0.425181,-0.071406,0.424116,1.863279,0.17234,1.602159,-0.270579,1.001077,2.122061,1.837648,X
833.0,0.043885,0.069915,0.285416,0.372779,0.261718,-0.183409,0.295677,0.368795,0.438262,-0.208685,H
834.0,0.364825,-0.149918,0.107596,-1.108143,0.17234,-1.055431,-2.799857,-1.597073,-0.590727,-3.551405,A
835.0,0.006853,0.462474,-0.016878,0.649795,-1.347089,-0.266459,0.220177,0.062614,0.064084,-0.244285,F
836.0,0.031541,-0.09496,-0.031104,0.803253,0.261718,0.397939,0.295677,0.5918,-0.247731,0.314025,A
837.0,-0.301743,0.352558,0.288973,1.638181,0.261718,-0.515608,0.295677,1.115958,0.313536,-0.508075,E
838.0,-0.178304,-0.189174,0.264078,-0.640492,0.17234,2.225032,0.144676,-0.281097,0.18881,2.061741,A
839.0,0.068573,-0.197025,0.032912,0.615571,0.082961,0.273364,0.220177,0.602324,0.095265,0.254147,A
840.0,0.105604,0.10132,0.246296,0.08708,0.261718,0.107265,0.446679,1.138694,0.687713,-0.031777,A
841.0,-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.190314,0.257927,0.640513,1.061891,0.172896,E
842.0,0.229043,-0.181323,0.23207,-0.893459,0.261718,0.937762,0.597681,-1.295397,-0.185368,0.615427,F
843.0,0.130292,0.533135,-0.045329,-0.942602,0.261718,-0.10036,0.786433,-1.211658,0.375899,-0.386294,G
844.0,-0.215336,-0.142067,0.096927,-0.184417,0.261718,-0.930856,0.597681,-0.218968,0.843621,-1.011847,E
845.0,0.117948,0.289748,0.392108,-1.747095,0.261718,-0.764757,0.031425,-2.683307,-3.178789,-0.596776,A
846.0,0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.266459,0.069175,-0.337402,0.219991,-0.152304,A
847.0,-0.141273,1.553789,0.541477,-0.649324,-1.257711,-1.512204,-8.273667,-2.637506,-3.147608,-5.259038,D
848.0,0.068573,-0.181323,-3.210528,-0.294311,-1.168333,-2.052027,-0.006326,1.595363,0.251173,-1.75994,F
849.0,4.96908,-0.385453,0.14316,-2.600732,0.976743,-3.048624,-1.440842,-3.352673,-1.588534,-2.095097,I
850.0,0.229043,0.014957,0.395665,-1.399572,0.082961,-1.885928,-0.044076,-0.917612,0.656532,-1.586262,H
851.0,-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.266459,-0.232828,0.053586,-0.091823,0.023641,F
852.0,0.117948,0.289748,0.392108,-1.747095,0.261718,0.564038,0.408929,1.017114,-0.060642,0.40404,A
853.0,0.327793,0.50173,0.050694,-1.018301,0.261718,-0.432558,0.824183,0.544019,-0.060642,-0.693049,G
854.0,-0.486901,-0.259834,-3.210528,0.221798,0.351096,-0.307984,0.295677,0.906,1.093072,-0.328417,E
855.0,0.130292,-0.314793,0.417003,1.051058,0.082961,0.231839,0.371178,0.362329,-0.43482,0.114536,A
856.0,0.117948,0.556689,-0.009765,-0.57261,0.261718,-0.557133,-0.006326,-0.503695,-0.029461,-0.383003,F
